연번,상가유형,호선,역명,상가번호,면적,계약시작일자,계약종료일자,월임대료,사업진행단계
1,개별(일반),1,서울(1)역,150-107,33,2019-05-08,2024-06-06,527100,
2,개별(일반),1,시청(1)역,151-101,29.73,2022-08-02,2027-08-02,3166600,
3,개별(일반),1,시청(1)역,151-103,57.6,2020-02-01,2025-01-31,1858300,
4,개별(일반),1,시청(1)역,151-104,25,2020-12-31,2026-01-30,2470600,
5,네트워크,1,시청(1)역,151-105,25,2021-06-03,2026-08-02,4145884,
6,개별(일반),1,시청(1)역,151-106,14,2017-09-19,2022-11-17,1801800,
7,개별(일반),1,시청(1)역,151-107,22,2020-09-18,2025-10-18,2613800,
8,공실(임대진행),1,종각역,152-101,36.85,,,,5단계. 입찰공고
9,공실,1,종각역,152-104,18.64,,,,1단계. 사업계획 수립중
10,네트워크,1,종각역,152-105,29.3,2022-06-09,2027-06-08,6558547,
11,공실,1,종각역,152-106,30.7,,,,1단계. 사업계획 수립중
12,개별(일반),1,종각역,152-107,11,2021-10-06,2026-11-05,2450000,
13,개별(일반),1,종각역,152-108,12,2021-08-23,2026-09-22,5680000,
14,공실,1,종각역,152-109,42,,,,1단계. 사업계획 수립중
15,개별(일반),1,종각역,152-110,23.14,2022-08-08,2027-09-07,2310000,
16,공실,1,종각역,152-111,16.15,,,,1단계. 사업계획 수립중
17,공실,1,종각역,152-112,21.82,,,,2단계. 시설물 점검
18,개별(일반),1,종각역,152-113,19.14,2022-08-08,2027-09-07,4330000,
19,공실,1,종각역,152-114,29.62,,,,1단계. 사업계획 수립중
20,개별(일반),1,종각역,152-115,29.4,2020-02-24,2025-03-25,8130000,
21,개별(일반),1,종로3가(1)역,153-101,23.4,2018-10-23,2023-11-21,2260000,
22,개별(일반),1,종로3가(1)역,153-102,17.6,2021-08-13,2026-09-12,3550000,
23,공실(임대진행),1,종로3가(1)역,153-104,15,,,,5단계. 입찰공고
24,개별(일반),1,종로3가(1)역,153-106,26,2018-08-14,2023-09-12,4350000,
25,공실,1,종로3가(1)역,153-107,63.95,,,,2단계. 시설물 점검
26,개별(일반),1,종로5가역,154-101,25.13,2021-09-03,2026-10-03,5310000,
27,개별(일반),1,종로5가역,154-107,16.16,2021-09-02,2026-10-02,4110000,
28,개별(일반),1,동묘앞(1)역,159-201,17.7,2020-10-19,2025-11-18,3550000,
29,개별(일반),2,을지로입구역,202-101,85.1,2019-06-01,2024-05-31,2900000,
30,개별(일반),2,을지로입구역,202-102,16.7,2021-08-19,2026-08-19,14500000,
31,개별(일반),2,을지로입구역,202-103,17.2,2022-06-07,2027-06-07,15450000,
32,개별(일반),2,을지로입구역,202-104,17.2,2019-10-15,2024-11-13,14993000,중도해지신청
33,개별(일반),2,을지로입구역,202-105,16.7,2019-12-12,2025-01-10,14403100,
34,개별(일반),2,을지로입구역,202-106,33.9,2021-06-07,2026-07-07,8176600,
35,개별(일반),2,을지로입구역,202-108,32.51,2021-01-04,2026-02-03,12350000,
36,공실(임대진행),2,을지로입구역,202-110,32.2,,,,3단계. 감정평가
37,개별(일반),2,을지로입구역,202-111,17.6,2021-01-04,2026-02-03,6150000,
38,공실(임대진행),2,을지로입구역,202-113,19.47,,,,4단계. 방침수립
39,공실(임대진행),2,을지로입구역,202-114,180,,,,3단계. 감정평가
40,공실(임대진행),2,을지로입구역,202-119,,,,,3단계. 감정평가
41,개별(일반),2,을지로입구역,202-115,26.82,2020-12-21,2026-01-20,5600000,
42,개별(일반),2,을지로입구역,202-116,75.95,2017-11-07,2022-12-06,16137100,
43,네트워크,2,을지로입구역,202-117,16,2021-02-01,2026-06-01,4964659,
44,네트워크,2,을지로입구역,202-118,40,2021-06-03,2026-08-02,5081616,
45,네트워크,2,을지로입구역,202-120,19,2018-11-27,2024-01-25,1914866,
46,개별(일반),2,을지로3가(2)역,203-101,16.2,2020-10-14,2025-11-13,823300,
47,개별(일반),2,을지로3가(2)역,203-102,16.2,2020-11-02,2025-12-02,603600,
48,개별(일반),2,을지로3가(2)역,203-108,11.5,2022-07-28,2027-07-27,636000,
49,개별(일반),2,을지로3가(2)역,203-110,11.5,2019-04-02,2024-05-01,816600,
50,개별(일반),2,을지로3가(2)역,203-112,26,2019-04-02,2024-05-01,1259100,
51,개별(일반),2,을지로3가(2)역,203-114,13,2022-02-21,2027-03-23,905000,
52,개별(일반),2,을지로3가(2)역,203-115,18.96,2020-11-26,2026-01-10,450000,
53,공실(임대진행),2,을지로3가(2)역,203-116,27.9,,,,5단계. 입찰공고
54,개별(일반),2,을지로4가(2)역,204-105,22.84,2022-04-01,2027-04-01,1040000,
55,개별(일반),2,을지로4가(2)역,204-107,23.2,2022-07-28,2027-07-27,501000,
56,개별(일반),2,을지로4가(2)역,204-108,14.9,2021-06-16,2026-07-16,330000,
57,공실(임대진행),2,을지로4가(2)역,204-109,14.9,,,,5단계. 입찰공고
58,개별(일반),2,을지로4가(2)역,204-110,14.9,2022-06-09,2027-06-09,495000,
59,네트워크,2,을지로4가(2)역,204-112,38,2018-01-08,2023-02-16,2143653,
60,개별(일반),2,을지로4가(2)역,204-113,32.8,2020-11-02,2025-12-02,1466600,
61,개별(일반),2,동대문역사문화공원(2)역,205-101,62.2,2021-04-14,2026-05-14,1452000,
62,네트워크,2,동대문역사문화공원(2)역,205-103,31.69,2018-11-16,2024-01-14,17867400,
63,네트워크,2,동대문역사문화공원(2)역,205-104,32.5,2021-02-01,2026-06-01,11100210,
64,개별(일반),2,동대문역사문화공원(2)역,205-105,12,2021-01-04,2026-02-03,4310000,
65,개별(일반),2,동대문역사문화공원(2)역,205-106,25.7,2022-02-21,2027-03-23,7122000,
66,공실(임대진행),2,동대문역사문화공원(2)역,205-107,45.64,,,,5단계. 입찰공고
67,공실(임대진행),2,동대문역사문화공원(2)역,205-109,19.5,,,,4단계. 방침수립
68,개별(일반),2,신당(2)역,206-101,14.82,2020-12-21,2026-01-20,1100000,
69,개별(일반),2,신당(2)역,206-102,11,2018-11-06,2023-12-05,850000,
70,네트워크,2,상왕십리역,207-101,30.6,2020-12-23,2026-03-23,2666031,
71,개별(일반),2,상왕십리역,207-102,37,2022-04-08,2027-04-08,5610000,
72,개별(일반),2,상왕십리역,207-103,30,2021-03-19,2026-04-18,2516600,
73,개별(일반),2,왕십리(2)역,208-105,12.35,2017-09-19,2022-10-18,1129600,
74,개별(일반),2,왕십리(2)역,208-106,12.35,2018-08-14,2023-09-12,1538900,
75,개별(일반),2,왕십리(2)역,208-107,33.68,2020-11-26,2026-01-10,1520000,
76,공실(임대진행),2,왕십리(2)역,208-108,24.5,,,,5단계. 입찰공고
77,공실(임대진행),2,왕십리(2)역,208-109,24.5,,,,5단계. 입찰공고
78,공실(임대진행),2,왕십리(2)역,208-110,44.43,,,,5단계. 입찰공고
79,공실(임대진행),2,왕십리(2)역,208-111,30.06,,,,5단계. 입찰공고
80,공실(임대진행),2,왕십리(2)역,208-112,27.65,,,,5단계. 입찰공고
81,공실,2,왕십리(2)역,208-113,19,,,,1단계. 사업계획 수립중
82,개별(일반),2,한양대역,209-001,46.8,2019-05-21,2024-06-19,418000,
83,개별(일반),2,한양대역,209-002,13.9,2020-04-03,2025-05-03,3170000,
84,개별(일반),2,한양대역,209-003,18,2020-08-03,2025-09-02,3400000,
85,개별(일반),2,한양대역,209-004,90.1,2017-11-07,2022-12-06,4900000,
86,공실,2,한양대역,209-005,20.04,,,,1단계. 사업계획 수립중
87,개별(일반),2,뚝섬역,210-004,14.23,2017-12-27,2023-01-25,661700,
88,개별(일반),2,뚝섬역,210-005,31.2,2022-08-08,2027-09-07,4330000,
89,개별(일반),2,뚝섬역,210-006,13,2020-11-26,2026-01-10,500000,
90,개별(일반),2,뚝섬역,210-007,25.17,2022-05-09,2027-06-08,1410000,
91,개별(일반),2,뚝섬역,210-008,21.99,2017-12-27,2023-01-25,1166700,
92,네트워크,2,성수역,211-002,28.4,2020-12-23,2026-03-23,4012522,
93,개별(일반),2,성수역,211-006,16.28,2022-04-11,2027-05-11,3320000,
94,개별(일반),2,성수역,211-007,32.76,2022-02-18,2027-03-20,1700000,
95,개별(일반),2,성수역,211-010,27,2020-10-30,2025-11-29,2511000,
96,개별(일반),2,성수역,211-011,22.8,2018-07-10,2023-08-08,4800000,
97,개별(일반),2,성수역,211-012,21.3,2019-11-26,2024-12-25,2702700,
98,개별(일반),2,건대입구(2)역,212-002,69.5,2019-06-25,2024-07-24,7512000,
99,개별(일반),2,건대입구(2)역,212-003,22.8,2021-10-27,2026-11-26,2978200,
100,공실(임대진행),2,건대입구(2)역,212-004,19.5,,,,5단계. 입찰공고
101,개별(일반),2,건대입구(2)역,212-005,36.04,2022-02-21,2027-03-23,7070000,
102,개별(일반),2,건대입구(2)역,212-006,29.5,2019-12-24,2025-01-22,5011000,
103,네트워크,2,건대입구(2)역,212-007,29.68,2017-12-29,2023-02-06,6243818,
104,개별(일반),2,건대입구(2)역,212-010,36,2021-10-28,2026-11-27,10810000,
105,개별(일반),2,건대입구(2)역,212-011,35.6,2018-12-25,2024-01-23,6210000,
106,개별(일반),2,건대입구(2)역,212-012,23.42,2022-01-13,2027-02-12,5196800,
107,공실(임대진행),2,구의역,213-001,23.1,,,,5단계. 입찰공고
108,개별(일반),2,구의역,213-003,12.08,2020-04-01,2025-05-01,1687000,
109,네트워크,2,구의역,213-004,50.46,2020-12-23,2026-03-23,6940535,
110,개별(일반),2,구의역,213-006,20,2018-04-10,2023-05-09,1023000,
111,개별(일반),2,구의역,213-007,27.57,2018-12-21,2024-01-19,1000000,
112,네트워크,2,강변역,214-001,36.5,2020-12-23,2026-03-23,8729997,
113,개별(일반),2,강변역,214-004,41,2022-02-14,2027-02-14,14410000,
114,개별(대형),2,잠실나루역,215-001,112.3,2019-04-09,2024-05-08,5500000,
115,개별(일반),2,잠실나루역,215-002,27.54,2021-04-12,2026-05-12,4711000,
116,네트워크,2,잠실나루역,215-003,48.1,2022-06-09,2027-06-08,6956303,
117,개별(일반),2,잠실나루역,215-004,24.8,2021-04-22,2026-05-22,2660000,
118,개별(일반),2,잠실나루역,215-005,25.62,2020-11-26,2026-01-10,2100000,
119,개별(일반),2,잠실나루역,215-006,24,2021-03-15,2026-04-14,2810000,
120,개별(일반),2,잠실나루역,215-007,28.6,2021-06-21,2026-07-21,1230000,
121,개별(대형),2,잠실나루역,215-008,102.5,2018-12-18,2023-12-17,14311000,
122,공실(임대진행),2,잠실(2)역,216-101,15.5,,,,3단계. 감정평가
123,개별(일반),2,잠실(2)역,216-102,21.3,2021-05-24,2026-06-23,9900000,
124,공실(임대진행),2,잠실(2)역,216-103,31.2,,,,3단계. 감정평가
125,개별(일반),2,잠실(2)역,216-105,20.82,2022-06-09,2027-07-09,2500000,
126,개별(일반),2,잠실(2)역,216-107,10.45,2021-01-11,2026-02-10,1620000,
127,개별(일반),2,잠실(2)역,216-108,10.45,2022-05-27,2027-06-26,1630500,
128,개별(일반),2,잠실(2)역,216-109,20.9,2021-12-13,2027-01-12,3500000,
129,개별(일반),2,잠실(2)역,216-111,20.9,2021-06-01,2026-07-01,3100000,
130,개별(일반),2,잠실(2)역,216-113,10.44,2021-05-28,2026-06-27,1750000,
131,네트워크,2,잠실(2)역,216-114,10.38,2021-06-03,2026-08-02,4106615,
132,공실(임대진행),2,잠실(2)역,216-115,37.73,,,,3단계. 감정평가
133,공실(임대진행),2,잠실(2)역,216-120,124.91,,,,3단계. 감정평가
134,공실(임대진행),2,잠실(2)역,216-121,80,,,,3단계. 감정평가
135,공실(임대진행),2,잠실(2)역,216-122,34,,,,3단계. 감정평가
136,공실(임대진행),2,잠실(2)역,216-123,34,,,,3단계. 감정평가
137,공실(임대진행),2,잠실(2)역,216-124,36,,,,3단계. 감정평가
138,네트워크,2,잠실(2)역,216-125,12,2021-02-01,2026-06-01,10072227,
139,개별(일반),2,잠실(2)역,216-126,14.2,2021-02-01,2026-03-03,6150000,
140,개별(일반),2,잠실(2)역,216-127,14,2021-06-01,2026-07-01,8030000,
141,공실(임대진행),2,잠실(2)역,216-128,12,,,,3단계. 감정평가
142,소송상가,2,잠실(2)역,216-129,40.1,2019-09-17,2024-11-15,10636263,
143,네트워크,2,잠실(2)역,216-130,38,2021-06-03,2026-08-02,11719878,
144,공실(임대진행),2,잠실새내역,217-101,24.65,,,,5단계. 입찰공고
145,공실(임대진행),2,잠실새내역,217-102,19.44,,,,3단계. 감정평가
146,개별(일반),2,잠실새내역,217-103,19.44,2021-11-11,2026-12-11,3510000,
147,공실(임대진행),2,종합운동장역,218-101,65.37,,,,5단계. 입찰공고
148,공실(임대진행),2,종합운동장역,218-102,31.1,,,,5단계. 입찰공고
149,개별(일반),2,종합운동장역,218-104,71.8,2022-03-04,2027-03-04,7392500,
150,네트워크,2,종합운동장역,218-107,25,2018-01-08,2023-02-16,3047745,
151,네트워크,2,선릉역,220-101,38.03,2020-12-23,2026-03-23,11892315,
152,개별(일반),2,선릉역,220-102,24.34,2021-02-15,2026-03-17,4440000,
153,개별(일반),2,선릉역,220-103,19.48,2020-12-17,2026-01-16,4166600,
154,네트워크,2,선릉역,220-104,20.21,2021-06-03,2026-08-02,6496749,
155,복합,2,선릉역,220-105,20,2022-02-24,2027-04-25,40550000,
156,복합,2,선릉역,220-106,34.46,2022-02-24,2027-04-25,,
157,복합,2,선릉역,220-107,20,2022-02-24,2027-04-25,,
158,복합,2,선릉역,220-108,24.1,2022-02-24,2027-04-25,,
159,복합,2,선릉역,220-109,18.48,2022-02-24,2027-04-25,,
160,복합,2,선릉역,220-110,19,2022-02-24,2027-04-25,,
161,네트워크,2,선릉역,220-112,13,2021-02-01,2026-06-01,3758111,
162,공실(임대진행),2,선릉역,220-113,18.3,,,,5단계. 입찰공고
163,네트워크,2,선릉역,220-115,16,2018-01-08,2023-02-16,6766430,
164,개별(일반),2,선릉역,220-116,12,2020-12-24,2026-01-23,2600000,
165,개별(일반),2,선릉역,220-117,16,2020-03-02,2025-04-01,4530000,
166,복합,2,역삼역,221-102,361,2022-01-24,2027-05-24,33089200,
167,복합,2,역삼역,221-127,34.02,2022-01-24,2027-05-24,,
168,공실(임대진행),2,역삼역,221-216,26.4,,,,5단계. 입찰공고
169,공실,2,역삼역,221-217,22.5,,,,1단계. 사업계획 수립중
170,네트워크,2,역삼역,221-218,52.32,2021-06-03,2026-08-02,9584313,
171,개별(일반),2,역삼역,221-219,23.18,2021-03-12,2026-04-11,4211300,
172,소송상가,2,역삼역,221-220,107.5,2019-09-17,2024-11-15,17245941,
173,네트워크,2,역삼역,221-224,21,2021-02-01,2026-06-01,2343936,
174,개별(일반),2,역삼역,221-225,13,2020-11-05,2025-12-05,3810000,
175,개별(일반),2,역삼역,221-226,25.8,2022-04-11,2027-05-11,16824000,
176,개별(일반),2,강남역,222-101,26.55,2021-07-12,2026-08-11,10000800,
177,개별(일반),2,강남역,222-102,13.3,2022-05-19,2027-06-18,4550000,
178,공실,2,강남역,222-103,26.6,,,,1단계. 사업계획 수립중
179,네트워크,2,강남역,222-105,35.5,2020-12-23,2026-03-23,22234458,
180,소송상가,2,강남역,222-108,60.97,2019-09-17,2024-11-15,29358258,
181,네트워크,2,강남역,222-109,20.3,2021-06-03,2026-08-02,7178586,
182,네트워크,2,교대(2)역,223-101,18.6,2021-02-01,2026-06-01,4338960,
183,개별(일반),2,교대(2)역,223-102,56.3,2021-01-11,2026-02-10,6683300,
184,개별(일반),2,교대(2)역,223-103,11,2019-11-20,2024-12-19,621900,
185,개별(일반),2,교대(2)역,223-104,18,2022-09-01,2027-10-01,2063300,
186,네트워크,2,교대(2)역,223-105,29.28,2021-06-03,2026-08-02,2933186,
187,개별(일반),2,교대(2)역,223-106,28.05,2022-06-08,2027-06-08,3360000,
188,공실(임대진행),2,교대(2)역,223-107,15,,,,3단계. 감정평가
189,개별(일반),2,교대(2)역,223-108,15,2021-10-26,2026-11-25,11310000,
190,공실,2,서초역,224-101,21.82,,,,1단계. 사업계획 수립중
191,네트워크,2,서초역,224-102,20.6,2021-06-03,2026-08-02,2896848,
192,공실(임대진행),2,서초역,224-103,32.02,,,,5단계. 입찰공고
193,네트워크,2,서초역,224-104,32.02,2022-06-09,2027-06-08,9933412,
194,네트워크,2,서초역,224-107,16,2021-11-22,2027-01-21,2409452,
195,개별(일반),2,서초역,224-108,17.8,2020-06-22,2025-07-22,2525200,
196,개별(일반),2,서초역,224-109,16,2019-06-25,2024-07-24,4020000,
197,네트워크,2,방배역,225-101,27,2020-12-23,2026-03-23,2722601,
198,개별(일반),2,방배역,225-104,19.32,2021-10-18,2026-11-17,2150000,
199,개별(일반),2,방배역,225-105,17.85,2019-09-22,2024-09-21,1700000,
200,개별(일반),2,방배역,225-106,20.43,2022-01-18,2027-02-17,2503000,
201,공실,2,방배역,225-107,19.43,,,,2단계. 시설물 점검
202,개별(일반),2,방배역,225-109,18,2022-06-17,2027-07-17,740000,
203,개별(일반),2,사당(2)역,226-101,65.5,2021-06-03,2026-07-03,15833300,
204,네트워크,2,사당(2)역,226-102,57.72,2020-12-23,2026-03-23,26027971,
205,네트워크,2,사당(2)역,226-104,20.2,2021-11-22,2027-01-21,5875337,
206,소송상가,2,사당(2)역,226-105,137,2019-09-17,2024-11-15,28555111,
207,공실(임대진행),2,사당(2)역,226-107,11.45,,,,3단계. 감정평가
208,개별(일반),2,사당(2)역,226-108,26.4,2018-05-09,2023-06-07,12034000,
209,개별(일반),2,사당(2)역,226-110,14.96,2020-07-31,2025-08-30,5133000,
210,네트워크,2,사당(2)역,226-112,23,2021-02-01,2026-06-01,10679418,
211,개별(일반),2,사당(2)역,226-113,22,2018-09-07,2023-10-06,6020000,
212,개별(일반),2,사당(2)역,226-114,25.04,2019-12-24,2025-01-22,5003800,
213,개별(일반),2,사당(2)역,226-115,12.84,2019-11-26,2024-12-25,7000000,
214,개별(일반),2,사당(2)역,226-116,15.3,2022-06-17,2027-07-17,7070000,
215,네트워크,2,낙성대역,227-101,16.7,2021-06-03,2026-08-02,1775349,
216,개별(일반),2,낙성대역,227-102,20.94,2020-08-03,2025-09-02,3210000,
217,공실,2,낙성대역,227-103,21.28,,,,2단계. 시설물 점검
218,개별(일반),2,낙성대역,227-104,112.42,2019-11-02,2024-12-31,1010000,
219,네트워크,2,서울대입구역,228-101,26.64,2020-12-23,2026-03-23,5906786,
220,네트워크,2,서울대입구역,228-103,14,2021-02-01,2026-06-01,4484731,
221,네트워크,2,서울대입구역,228-105,29.26,2017-12-29,2023-02-06,9284039,
222,네트워크,2,봉천역,229-101,27.81,2022-06-20,2027-08-19,3034000,
223,네트워크,2,봉천역,229-103,17.61,2018-11-16,2024-01-14,,
224,네트워크,2,신림역,230-104,15,2021-02-01,2026-06-01,6998323,
225,개별(일반),2,신림역,230-105,14,2017-11-07,2022-12-06,5010000,
226,개별(일반),2,신림역,230-106,16,2017-11-07,2022-12-06,7527000,
227,개별(일반),2,신림역,230-107,8,2021-06-03,2026-07-03,4550000,
228,개별(일반),2,신림역,230-109,13,2020-12-21,2026-01-20,8520000,
229,네트워크,2,신대방역,231-001,27.8,2022-06-09,2027-06-08,4751738,
230,개별(일반),2,신대방역,231-003,24.9,2019-10-29,2024-11-27,3423000,
231,네트워크,2,신대방역,231-004,240.3,2021-06-03,2026-08-02,18396736,
232,개별(대형),2,구로디지털단지역,232-001,103,2021-01-18,2026-03-18,17010000,
233,개별(일반),2,구로디지털단지역,232-002,29,2022-06-17,2027-07-17,13000900,
234,네트워크,2,구로디지털단지역,232-003,10.66,2017-12-29,2023-02-06,6773016,
235,개별(대형),2,구로디지털단지역,232-004,100.8,2020-08-03,2025-09-02,10230000,
236,개별(일반),2,대림(2)역,233-002,15.76,2021-05-26,2026-06-25,4210000,
237,개별(일반),2,대림(2)역,233-004,14.93,2022-06-09,2027-07-09,6250000,
238,개별(일반),2,대림(2)역,233-006,14.93,2020-09-11,2025-10-11,11100000,
239,개별(일반),2,대림(2)역,233-007,14.93,2020-07-29,2025-08-28,6510000,
240,개별(일반),2,대림(2)역,233-008,19.47,2020-12-21,2026-01-20,9600000,
241,네트워크,2,대림(2)역,233-010,20,2022-06-09,2027-06-08,6295008,
242,공실,2,대림(2)역,233-013,15.5,,,,1단계. 사업계획 수립중
243,개별(일반),2,대림(2)역,233-014,14,2022-04-11,2027-05-11,9132000,
244,개별(일반),2,대림(2)역,233-015,33,2019-11-26,2024-12-25,13030000,
245,네트워크,2,신도림역,234-104,24.13,2020-12-23,2026-03-23,6022805,
246,네트워크,2,신도림역,234-108,25,2022-06-09,2027-06-08,13861339,
247,개별(일반),2,신도림역,234-109,34.49,2018-12-28,2024-01-26,7800000,
248,개별(일반),2,신도림역,234-110,12,2021-08-12,2026-09-11,12085000,
249,개별(일반),2,신도림역,234-112,44.6,2021-11-18,2026-12-18,6120000,
250,네트워크,2,신도림역,234-113,40.8,2018-11-27,2024-01-25,4424221,
251,개별(일반),2,신도림역,234-114,44.6,2021-06-17,2026-07-17,6050000,
252,개별(일반),2,신도림역,234-115,22.5,2021-09-03,2026-10-03,3310000,
253,개별(일반),2,신도림역,234-116,22.5,2020-02-24,2025-03-25,3269500,
254,네트워크,2,신도림역,234-117,27.4,2018-11-16,2024-01-14,4706888,
255,공실(임대진행),2,신도림역,234-118,18.8,,,,5단계. 입찰공고
256,소송상가,2,신도림역,234-119,85.5,2019-09-17,2024-11-15,22737727,
257,네트워크,2,문래역,235-101,28.29,2020-12-23,2026-03-23,2660399,
258,개별(일반),2,문래역,235-102,17,2020-11-26,2025-12-26,4019000,
259,개별(일반),2,문래역,235-103,42,2020-02-24,2025-03-25,3608800,
260,개별(일반),2,문래역,235-104,17.83,2020-11-09,2025-12-09,1180000,
261,복합,2,영등포구청(2)역,236-102,19.88,2019-07-15,2024-10-23,23850000,
262,복합,2,영등포구청(2)역,236-103,26.01,2019-07-15,2024-10-23,,
263,복합,2,영등포구청(2)역,236-105,24.14,2019-07-15,2024-10-23,,
264,복합,2,영등포구청(2)역,236-112,28.93,2019-07-15,2024-10-23,,
265,복합,2,영등포구청(2)역,236-113,17.13,2019-07-15,2024-10-23,,
266,복합,2,영등포구청(2)역,236-114,29.07,2019-07-15,2024-10-23,,
267,개별(일반),2,당산역,237-001,22,2021-04-22,2026-05-22,3130000,
268,개별(일반),2,당산역,237-002,26.14,2022-08-08,2027-09-07,8706600,
269,공실(임대진행),2,당산역,237-004,35.64,,,,4단계. 방침수립
270,개별(일반),2,당산역,237-005,25,2021-11-25,2026-12-25,2830000,
271,개별(일반),2,당산역,237-007,60.04,2019-12-10,2025-01-08,5359000,
272,개별(일반),2,당산역,237-008,12,2018-04-10,2023-05-09,2810000,
273,개별(일반),2,합정(2)역,238-101,30.74,2021-11-18,2026-12-18,5851900,
274,개별(일반),2,합정(2)역,238-102,31.41,2020-02-24,2025-03-25,6550000,
275,개별(일반),2,합정(2)역,238-103,18.47,2020-11-03,2025-12-03,3710000,
276,개별(일반),2,합정(2)역,238-104,17.6,2022-01-28,2027-02-27,11757000,
277,개별(일반),2,합정(2)역,238-105,13.65,2021-05-27,2026-06-26,4419000,
278,개별(일반),2,합정(2)역,238-106,13.16,2022-07-08,2027-08-07,1750000,
279,네트워크,2,합정(2)역,238-107,26.59,2020-12-23,2026-03-23,6781462,
280,개별(일반),2,합정(2)역,238-109,13.69,2020-05-27,2025-06-26,3620000,
281,개별(일반),2,합정(2)역,238-110,13.69,2017-11-07,2022-12-06,4210000,
282,개별(일반),2,합정(2)역,238-111,38.05,2022-08-08,2027-09-07,10010000,
283,복합,2,합정(2)역,238-112,29.89,2022-08-29,2027-11-27,21500000,
284,복합,2,합정(2)역,238-113,42.23,2022-08-29,2027-11-27,,
285,복합,2,합정(2)역,238-115,60.05,2022-08-29,2027-11-27,,
286,복합,2,합정(2)역,238-116,27.49,2022-08-29,2027-11-27,,
287,복합,2,홍대입구역,239-102,33,2021-03-22,2026-07-20,9613837,
288,복합,2,홍대입구역,239-103,17.11,2021-03-22,2026-07-20,5192551,
289,복합,2,홍대입구역,239-104,32.73,2021-03-22,2026-07-20,9932939,
290,복합,2,홍대입구역,239-105,23.1,2021-03-22,2026-07-20,25274548,
291,복합,2,홍대입구역,239-106,28.02,2021-03-22,2026-07-20,,
292,복합,2,홍대입구역,239-107,34.76,2021-03-22,2026-07-20,,
293,복합,2,홍대입구역,239-108,31,2021-03-22,2026-07-20,9031258,
294,네트워크,2,홍대입구역,239-110,12,2020-12-23,2026-03-23,7428858,
295,네트워크,2,신촌역,240-101,33,2020-12-23,2026-03-23,17632662,
296,공실(임대진행),2,신촌역,240-103,9.8,,,,3단계. 감정평가
297,개별(일반),2,신촌역,240-104,13.2,2020-12-21,2026-01-20,8250000,
298,공실(임대진행),2,신촌역,240-105,30.17,,,,3단계. 감정평가
299,공실,2,신촌역,240-106,11.25,,,,1단계. 사업계획 수립중
300,개별(일반),2,신촌역,240-107,21,2021-01-28,2026-02-28,6783300,
301,네트워크,2,신촌역,240-108,18,2021-02-01,2026-06-01,8217169,
302,개별(일반),2,신촌역,240-109,32,2022-03-28,2027-04-27,12538400,
303,네트워크,2,신촌역,240-110,44.42,2022-06-09,2027-06-08,15722645,
304,공실,2,이대역,241-102,14.5,,,,1단계. 사업계획 수립중
305,공실,2,이대역,241-103,13.51,,,,1단계. 사업계획 수립중
306,개별(일반),2,이대역,241-104,21.13,2022-04-04,2027-05-04,3020000,
307,공실(임대진행),2,이대역,241-106,27.66,,,,4단계. 방침수립
308,공실,2,이대역,241-107,20,,,,1단계. 사업계획 수립중
309,공실,2,이대역,241-108,33,,,,1단계. 사업계획 수립중
310,네트워크,2,아현역,242-101,35.2,2020-12-23,2026-03-23,2353016,
311,공실(임대진행),2,아현역,242-103,34.8,,,,5단계. 입찰공고
312,개별(일반),2,아현역,242-105,22.58,2021-02-15,2026-04-01,460000,
313,공실(임대진행),2,아현역,242-107,24.05,,,,5단계. 입찰공고
314,네트워크,2,아현역,242-109,25,2022-06-20,2027-08-19,1124425,
