연번,상가유형,호선,역명,상가번호,면적,계약시작일자,계약종료일자,월임대료,사업진행단계
1287,공실(임대진행),7,군자(7)역,725-309,31,,,,5단계. 입찰공고
1288,네트워크,7,군자(7)역,725-310,27,,,,
1289,네트워크,7,어린이대공원역,726-101,35.6,2020-02-13,2025-04-12,12632620,
1290,공실(임대진행),7,어린이대공원역,726-102,18.48,,,,3단계. 감정평가
1291,공실(임대진행),7,어린이대공원역,726-103,34.61,,,,3단계. 감정평가
1292,공실(임대진행),7,어린이대공원역,726-104,70,,,,3단계. 감정평가
1293,공실(임대진행),7,어린이대공원역,726-105,60,,,,3단계. 감정평가
1294,공실(임대진행),7,어린이대공원역,726-201,37,,,,3단계. 감정평가
1295,공실(임대진행),7,어린이대공원역,726-202,37,,,,3단계. 감정평가
1296,공실(임대진행),7,어린이대공원역,726-203,56,,,,3단계. 감정평가
1297,공실(임대진행),7,어린이대공원역,726-204,46,,,,3단계. 감정평가
1298,공실(임대진행),7,어린이대공원역,726-205,30,,,,3단계. 감정평가
1299,공실(임대진행),7,어린이대공원역,726-206,22,,,,3단계. 감정평가
1300,개별(대형),7,건대입구(7)역,727-101,867.64,2020-09-15,2025-09-14,18989000,
1301,개별(일반),7,건대입구(7)역,727-201,76,2020-01-09,2025-02-07,25650000,
1302,네트워크,7,건대입구(7)역,727-202,37.36,2020-02-13,2025-04-12,13409110,
1303,공실(임대진행),7,건대입구(7)역,727-204,75,,,,3단계. 감정평가
1304,공실(임대진행),7,건대입구(7)역,727-205,30,,,,3단계. 감정평가
1305,공실(임대진행),7,건대입구(7)역,727-206,29,,,,3단계. 감정평가
1306,공실(임대진행),7,건대입구(7)역,727-301,26,,,,5단계. 입찰공고
1307,공실(임대진행),7,건대입구(7)역,727-302,32,,,,4단계. 방침수립
1308,네트워크,7,뚝섬유원지역,728-001,29.89,2020-02-13,2025-04-12,5262400,
1309,공실,7,청담역,729-103,33,,,,1단계. 사업계획 수립중
1310,공실,7,청담역,729-301,69.7,,,,1단계. 사업계획 수립중
1311,개별(일반),7,청담역,729-303,97.44,2017-09-01,2022-10-31,2819712,
1312,네트워크,7,청담역,729-306,65.36,2021-02-25,2026-04-26,3417040,
1313,개별(일반),7,청담역,729-307,37.11,2021-03-18,2026-04-17,1500200,
1314,네트워크,7,청담역,729-308,52.34,2020-02-13,2025-04-12,16639480,
1315,개별(일반),7,청담역,729-326,35.2,2019-09-23,2024-09-22,1301600,
1316,공실(임대진행),7,청담역,729-327,154.27,,,,3단계. 감정평가
1317,공실,7,청담역,729-331,25,,,,1단계. 사업계획 수립중
1318,공실,7,청담역,729-332,43,,,,1단계. 사업계획 수립중
1319,네트워크,7,청담역,729-333,55,2022-08-01,2027-12-29,3305896,
1320,공실(임대진행),7,청담역,729-334,35,,,,5단계. 입찰공고
1321,네트워크,7,청담역,729-335,43,2022-08-01,2027-12-29,1999415,
1322,공실,7,청담역,729-340,99,,,,1단계. 사업계획 수립중
1323,공실(임대진행),7,청담역,729-377,25,,,,3단계. 감정평가
1324,네트워크,7,강남구청역,730-101,63.8,2020-02-13,2025-04-12,16140410,
1325,개별(대형),7,강남구청역,730-102,355.7,2019-04-22,2024-07-20,4901000,
1326,복합,7,강남구청역,730-103,472,2021-06-14,2026-09-12,16671500,
1327,복합,7,강남구청역,730-104,,2021-06-14,2026-09-12,,
1328,복합,7,강남구청역,730-105,,2021-06-14,2026-09-12,,
1329,복합,7,강남구청역,730-106,,2021-06-14,2026-09-12,,
1330,복합,7,강남구청역,730-107,,2021-06-14,2026-09-12,,
1331,복합,7,강남구청역,730-108,,2021-06-14,2026-09-12,,
1332,복합,7,강남구청역,730-109,,2021-06-14,2026-09-12,,
1333,복합,7,강남구청역,730-110,,2021-06-14,2026-09-12,,
1334,개별(일반),7,강남구청역,730-111,22,2019-04-19,2026-01-13,3010000,
1335,네트워크,7,강남구청역,730-202,57,2018-05-09,2023-07-07,4388000,
1336,공실,7,강남구청역,730-204,9.2,,,,2단계. 시설물 점검
1337,개별(일반),7,강남구청역,730-205,28,2019-10-24,2024-11-22,2000000,
1338,공실(임대진행),7,강남구청역,730-206,55,,,,5단계. 입찰공고
1339,공실(임대진행),7,강남구청역,730-207,30,,,,3단계. 감정평가
1340,공실(임대진행),7,강남구청역,730-210,41,,,,3단계. 감정평가
1341,공실(임대진행),7,강남구청역,730-211,41,,,,5단계. 입찰공고
1342,공실(임대진행),7,학동역,731-102,16,,,,3단계. 감정평가
1343,네트워크,7,학동역,731-201,55.45,2020-02-13,2025-04-12,15504060,
1344,개별(일반),7,학동역,731-202,16.4,2018-08-14,2023-09-12,2106500,
1345,개별(일반),7,학동역,731-203,17.54,2019-12-21,2025-01-19,4680000,
1346,개별(일반),7,학동역,731-205,31.39,2020-02-24,2025-03-25,2683000,
1347,개별(일반),7,학동역,731-206,29.44,2019-09-20,2024-10-19,4001000,
1348,네트워크,7,학동역,731-208,58,2018-05-09,2023-07-07,4244489,
1349,개별(일반),7,학동역,731-209,68.55,2022-07-08,2027-08-07,3800000,
1350,공실(임대진행),7,학동역,731-210,51,,,,4단계. 방침수립
1351,공실(임대진행),7,학동역,731-211,25,,,,4단계. 방침수립
1352,네트워크,7,학동역,731-212,44,2022-07-18,2027-10-16,7619428,
1353,공실(임대진행),7,학동역,731-213,41,,,,4단계. 방침수립
1354,공실(임대진행),7,학동역,731-214,42,,,,4단계. 방침수립
1355,공실(임대진행),7,학동역,731-215,41,,,,4단계. 방침수립
1356,공실(임대진행),7,학동역,731-216,21,,,,4단계. 방침수립
1357,개별(일반),7,논현역,732-102,63.44,2019-12-10,2025-01-08,5606500,
1358,개별(일반),7,논현역,732-103,37.8,2022-04-28,2027-05-28,2910000,
1359,네트워크,7,논현역,732-104,44.65,2020-02-13,2025-04-12,13317590,
1360,공실(임대진행),7,논현역,732-105,33.6,,,,3단계. 감정평가
1361,공실(임대진행),7,논현역,732-107,35,,,,3단계. 감정평가
1362,공실,7,논현역,732-108,29,,,,2단계. 시설물 점검
1363,네트워크,7,논현역,732-201,29.92,2021-09-06,2026-11-05,3906413,
1364,개별(일반),7,논현역,732-202,30,2018-02-23,2023-03-24,6820000,
1365,네트워크,7,논현역,732-203,23,2020-12-23,2026-03-23,2077017,
1366,공실(임대진행),7,논현역,732-207,50,,,,3단계. 감정평가
1367,공실(임대진행),7,논현역,732-208,50,,,,3단계. 감정평가
1368,공실(임대진행),7,논현역,732-209,33,,,,3단계. 감정평가
1369,공실(임대진행),7,논현역,732-210,25,,,,3단계. 감정평가
1370,공실(임대진행),7,논현역,732-212,75,,,,3단계. 감정평가
1371,복합,7,반포역,733-102,277.14,2017-12-02,2023-03-01,,
1372,복합,7,반포역,733-103,75.48,2017-12-02,2023-03-01,,
1373,복합,7,반포역,733-111,1260.58,2017-12-02,2023-03-01,15229200,
1374,복합,7,반포역,733-112,,2017-12-02,2023-03-01,,
1375,복합,7,반포역,733-113,,2017-12-02,2023-03-01,,
1376,복합,7,반포역,733-114,,2017-12-02,2023-03-01,,
1377,복합,7,반포역,733-115,,2017-12-02,2023-03-01,,
1378,개별(일반),7,반포역,733-138,40,2020-06-04,2025-07-04,2700000,
1379,네트워크,7,반포역,733-154,40.36,2020-02-13,2025-04-12,7854990,
1380,공실(임대진행),7,반포역,733-156,30,,,,3단계. 감정평가
1381,공실(임대진행),7,반포역,733-201,43,,,,3단계. 감정평가
1382,공실,7,반포역,733-202,42,,,,2단계. 시설물 점검
1383,개별(일반),7,고속터미널(7)역,734-101,556,2021-01-05,2026-04-05,6666600,
1384,공실(임대진행),7,고속터미널(7)역,734-140,95,,,,5단계. 입찰공고
1385,개별(일반),7,고속터미널(7)역,734-201,44,2019-06-25,2024-07-24,3020000,
1386,복합,7,고속터미널(7)역,734-202,123.69,2017-06-09,2022-11-06,145000000,
1387,복합,7,고속터미널(7)역,734-203,,2017-06-09,2022-11-06,,
1388,복합,7,고속터미널(7)역,734-204,,2017-06-09,2022-11-06,,
1389,복합,7,고속터미널(7)역,734-205,44.31,2017-06-09,2022-11-06,,
1390,복합,7,고속터미널(7)역,734-206,62.77,2017-06-09,2022-11-06,,
1391,복합,7,고속터미널(7)역,734-207,,2017-06-09,2022-11-06,,
1392,복합,7,고속터미널(7)역,734-208,,2017-06-09,2022-11-06,,
1393,개별(일반),7,고속터미널(7)역,734-209,360,2022-08-12,2027-08-11,4750000,
1394,복합,7,고속터미널(7)역,734-210,231.28,2017-06-09,2022-11-06,,
1395,복합,7,고속터미널(7)역,734-211,,2017-06-09,2022-11-06,,
1396,복합,7,고속터미널(7)역,734-212,,2017-06-09,2022-11-06,,
1397,복합,7,고속터미널(7)역,734-213,,2017-06-09,2022-11-06,,
1398,복합,7,고속터미널(7)역,734-214,376.56,2017-06-09,2022-11-06,,
1399,네트워크,7,고속터미널(7)역,734-215,60.27,2020-02-13,2025-04-12,23453430,
1400,네트워크,7,고속터미널(7)역,734-216,71.53,2021-09-06,2026-11-05,7914283,
1401,개별(일반),7,내방역,735-101,45,2022-08-26,2027-09-25,3850000,
1402,네트워크,7,내방역,735-103,62.21,2020-02-13,2025-04-12,15240940,
1403,개별(일반),7,내방역,735-201,30.78,2022-06-09,2027-07-09,2179000,
1404,공실(임대진행),7,내방역,735-202,34,,,,3단계. 감정평가
1405,네트워크,7,내방역,735-203,28,2022-08-01,2027-12-29,1619492,
1406,네트워크,7,내방역,735-204,28,2022-07-18,2027-10-16,3967708,
1407,개별(대형),7,이수(7)역,736-101,592,2018-12-20,2024-04-18,10552300,
1408,개별(일반),7,이수(7)역,736-102,48,2022-05-04,2027-06-03,540000,
1409,공실,7,이수(7)역,736-103,51,,,,2단계. 시설물 점검
1410,공실,7,이수(7)역,736-104,51,,,,2단계. 시설물 점검
1411,공실,7,이수(7)역,736-112,74,,,,2단계. 시설물 점검
1412,공실(임대진행),7,이수(7)역,736-301,24.01,,,,5단계. 입찰공고
1413,공실,7,이수(7)역,736-302,38.02,,,,1단계. 사업계획 수립중
1414,공실(임대진행),7,이수(7)역,736-303,129.35,,,,3단계. 감정평가
1415,네트워크,7,이수(7)역,736-307,54.05,2020-02-13,2025-04-12,14677520,
1416,개별(일반),7,이수(7)역,736-308,9.84,2020-03-02,2025-04-01,2250000,
1417,네트워크,7,이수(7)역,736-310,27.22,2021-02-25,2026-04-26,4532176,
1418,공실(임대진행),7,이수(7)역,736-311,74.41,,,,3단계. 감정평가
1419,네트워크,7,이수(7)역,736-313,22.5,2018-11-27,2024-01-25,1865751,
1420,공실,7,이수(7)역,736-315,64,,,,1단계. 사업계획 수립중
1421,공실,7,이수(7)역,736-316,35,,,,1단계. 사업계획 수립중
1422,공실,7,이수(7)역,736-317,25,,,,1단계. 사업계획 수립중
1423,네트워크,7,남성역,737-101,45.25,2020-02-13,2025-04-12,9788350,
1424,공실(임대진행),7,남성역,737-204,15,,,,3단계. 감정평가
1425,공실(임대진행),7,남성역,737-205,50,,,,3단계. 감정평가
1426,네트워크,7,숭실대입구역,738-101,39.29,2020-02-13,2025-04-12,9835540,
1427,네트워크,7,숭실대입구역,738-102,22.02,2021-09-06,2026-11-05,3552070,
1428,네트워크,7,숭실대입구역,738-201,37,2018-05-09,2023-07-07,2373626,
1429,네트워크,7,숭실대입구역,738-202,35.7,2022-08-01,2027-12-29,1781442,
1430,개별(일반),7,숭실대입구역,738-203,42,2018-11-20,2023-12-19,1300000,
1431,공실(임대진행),7,숭실대입구역,738-204,28,,,,3단계. 감정평가
1432,공실(임대진행),7,숭실대입구역,738-213,30,,,,3단계. 감정평가
1433,개별(일반),7,숭실대입구역,738-501,116,2020-08-05,2025-08-04,1430000,
1434,네트워크,7,상도역,739-101,112.57,2020-02-13,2025-04-12,21907600,
1435,공실,7,상도역,739-201,25.2,,,,1단계. 사업계획 수립중
1436,공실(임대진행),7,상도역,739-202,50,,,,5단계. 입찰공고
1437,공실(임대진행),7,상도역,739-203,34,,,,3단계. 감정평가
1438,공실(임대진행),7,상도역,739-204,26,,,,3단계. 감정평가
1439,네트워크,7,장승배기역,740-101,36.18,2020-02-13,2025-04-12,8185320,
1440,개별(일반),7,장승배기역,740-201,35.52,2019-06-25,2024-07-24,2710000,
1441,공실(임대진행),7,장승배기역,740-202,54,,,,4단계. 방침수립
1442,공실(임대진행),7,장승배기역,740-203,40,,,,4단계. 방침수립
1443,공실,7,장승배기역,740-204,60,,,,1단계. 사업계획 수립중
1444,공실(임대진행),7,장승배기역,740-205,80,,,,4단계. 방침수립
1445,공실(임대진행),7,장승배기역,740-207,38,,,,4단계. 방침수립
1446,네트워크,7,신대방삼거리역,741-101,51.49,2020-02-13,2025-04-12,13025870,
1447,개별(일반),7,신대방삼거리역,741-102,55,2022-09-01,2027-10-01,2801000,
1448,네트워크,7,신대방삼거리역,741-201,25.06,2018-05-09,2023-07-07,1607650,
1449,개별(일반),7,신대방삼거리역,741-202,34,2018-08-14,2023-09-12,1818300,
1450,개별(일반),7,신대방삼거리역,741-203,61,2022-09-23,2027-10-23,2428100,
1451,공실,7,신대방삼거리역,741-204,43,,,,1단계. 사업계획 수립중
1452,공실,7,신대방삼거리역,741-205,43,,,,1단계. 사업계획 수립중
1453,공실,7,신대방삼거리역,741-206,49,,,,2단계. 시설물 점검
1454,공실,7,신대방삼거리역,741-207,27,,,,2단계. 시설물 점검
1455,네트워크,7,신대방삼거리역,741-208,42,2022-08-01,2027-12-29,1762389,
1456,네트워크,7,신대방삼거리역,741-209,42,2022-06-20,2027-08-19,1771200,
1457,네트워크,7,신대방삼거리역,741-210,42,2022-09-07,2028-02-04,1786328,
1458,네트워크,7,보라매역,742-103,27.58,2020-02-13,2025-04-12,6309160,
1459,네트워크,7,보라매역,742-105,38,2022-07-18,2027-10-16,3799002,
1460,네트워크,7,보라매역,742-106,39,2022-08-01,2027-12-29,1857653,
1461,공실(임대진행),7,보라매역,742-107,32,,,,3단계. 감정평가
1462,개별(일반),7,신풍역,743-103,30,2019-12-17,2025-01-15,2020000,
1463,네트워크,7,신풍역,743-104,32.82,2020-02-13,2025-04-12,8322600,
1464,공실(임대진행),7,신풍역,743-106,47,,,,3단계. 감정평가
1465,공실(임대진행),7,신풍역,743-108,40,,,,4단계. 방침수립
1466,공실(임대진행),7,신풍역,743-109,45,,,,4단계. 방침수립
1467,공실(임대진행),7,신풍역,743-110,45,,,,4단계. 방침수립
1468,공실(임대진행),7,신풍역,743-111,30,,,,4단계. 방침수립
1469,공실,7,신풍역,743-112,30,,,,2단계. 시설물 점검
1470,복합,7,대림(7)역,744-001,41.1,2017-05-22,2027-09-19,18124700,
1471,네트워크,7,대림(7)역,744-002,21.05,2020-12-23,2026-03-23,3920862,
1472,개별(일반),7,대림(7)역,744-003,22,2018-04-21,2023-05-20,7222000,
1473,공실,7,대림(7)역,744-004,22,,,,1단계. 사업계획 수립중
1474,네트워크,7,대림(7)역,744-101,49.58,2018-11-27,2024-01-25,6370659,
1475,개별(일반),7,대림(7)역,744-102,44.74,2020-06-08,2025-07-08,6600000,
1476,복합,7,대림(7)역,744-103,68,2017-05-22,2027-09-19,12446500,
1477,네트워크,7,대림(7)역,744-104,29.51,2020-02-13,2025-04-12,13230360,
1478,공실,7,대림(7)역,744-105,40,,,,2단계. 시설물 점검
1479,공실(임대진행),7,대림(7)역,744-106,39,,,,5단계. 입찰공고
1480,공실(임대진행),7,대림(7)역,744-107,39,,,,5단계. 입찰공고
1481,공실,7,대림(7)역,744-108,30,,,,2단계. 시설물 점검
1482,네트워크,7,남구로역,745-101,33.67,2020-02-13,2025-04-12,8428420,
1483,공실,7,남구로역,745-103,40,,,,2단계. 시설물 점검
1484,공실(임대진행),7,남구로역,745-104,32,,,,3단계. 감정평가
1485,공실(임대진행),7,남구로역,745-201,69.14,,,,4단계. 방침수립
1486,공실,7,남구로역,745-202,22,,,,2단계. 시설물 점검
1487,공실,7,남구로역,745-203,43,,,,2단계. 시설물 점검
1488,공실(임대진행),7,가산디지털단지역,746-001,31.71,,,,4단계. 방침수립
1489,개별(일반),7,가산디지털단지역,746-101,34,2018-09-28,2023-10-27,7512000,
1490,네트워크,7,가산디지털단지역,746-103,69,2022-09-06,2028-01-04,975346,
1491,네트워크,7,가산디지털단지역,746-301,41.97,2018-11-27,2024-01-25,3747959,
1492,네트워크,7,가산디지털단지역,746-302,35.8,2020-02-13,2025-04-12,16485040,
1493,네트워크,7,철산역,747-101,36.61,2020-02-13,2025-04-12,12851410,
1494,복합,7,철산역,747-102,30,2016-05-02,2023-06-06,20050000,
1495,복합,7,철산역,747-103,18,2016-05-02,2023-06-06,,
1496,복합,7,철산역,747-105,63,2016-05-02,2023-06-06,,
1497,복합,7,철산역,747-106,71,2016-05-02,2023-06-06,,
1498,복합,7,철산역,747-109,42,2016-05-02,2023-06-06,,
1499,네트워크,7,광명사거리역,748-101,45.74,2021-02-25,2026-04-26,5844784,
1500,네트워크,7,광명사거리역,748-102,34.27,2020-02-13,2025-04-12,12292280,
1501,네트워크,7,광명사거리역,748-103,13,2022-08-30,2028-01-27,1204446,
1502,네트워크,7,광명사거리역,748-201,37.17,2020-12-23,2026-03-23,3849143,
1503,네트워크,7,광명사거리역,748-204,37,2022-09-07,2028-02-04,3063410,
1504,공실(임대진행),7,광명사거리역,748-205,40,,,,5단계. 입찰공고
1505,공실(임대진행),7,광명사거리역,748-206,40,,,,4단계. 방침수립
1506,공실(임대진행),7,광명사거리역,748-207,41,,,,5단계. 입찰공고
1507,네트워크,7,천왕역,749-101,36.93,2020-02-13,2025-04-12,6160440,
1508,개별(일반),7,천왕역,749-201,900.39,2016-09-12,2027-03-10,1313400,
1509,개별(일반),7,온수역,750-101,13.5,2021-03-19,2026-04-18,2040000,
1510,개별(일반),7,온수역,750-103,23.1,2018-10-23,2023-11-21,3200000,
1511,네트워크,7,온수역,750-104,29.81,2020-02-13,2025-04-12,6966960,
1512,공실,7,온수역,750-105,41,,,,2단계. 시설물 점검
1513,개별(일반),7,온수역,750-106,35,2021-12-21,2027-01-20,795000,
1514,공실,7,온수역,750-112,60,,,,1단계. 사업계획 수립중
1515,개별(일반),8,암사역,810-101,36.54,2019-10-08,2024-11-06,5130000,
1516,네트워크,8,암사역,810-102,24,2018-05-12,2023-07-10,1853755,
1517,네트워크,8,암사역,810-103,35,2022-02-03,2027-05-04,10014441,
1518,개별(일반),8,암사역,810-104,27.37,2020-12-31,2026-01-30,2150000,
1519,네트워크,8,암사역,810-105,46.46,2022-09-07,2028-02-04,2845467,
1520,네트워크,8,강동구청역,812-101,30,2022-02-03,2027-05-04,6354679,
1521,개별(일반),8,강동구청역,812-102,36.96,2022-08-29,2027-09-28,1833000,
1522,공실,8,강동구청역,812-201,37.45,,,,2단계. 시설물 점검
1523,개별(일반),8,강동구청역,812-202,46.69,2020-06-10,2025-07-10,2500000,
1524,네트워크,8,몽촌토성역,813-101,36,2022-02-03,2027-05-04,5389832,
1525,복합,8,잠실(8)역,814-101,191,2016-01-11,2022-10-07,152935000,
1526,복합,8,잠실(8)역,814-102,118,2016-01-11,2022-10-07,,
1527,복합,8,잠실(8)역,814-103,16,2016-01-11,2022-10-07,,
1528,복합,8,잠실(8)역,814-104,225,2016-01-11,2022-10-07,,
1529,복합,8,잠실(8)역,814-105,52,2016-01-11,2022-10-07,,
1530,복합,8,잠실(8)역,814-106,708,2016-01-11,2022-10-07,,
1531,복합,8,잠실(8)역,814-107,40,2016-01-11,2022-10-07,,
1532,복합,8,잠실(8)역,814-109,48,2016-01-11,2022-10-07,,
1533,복합,8,잠실(8)역,814-110,24,2016-01-11,2022-10-07,,
1534,복합,8,잠실(8)역,814-111,144,2016-01-11,2022-10-07,,
1535,복합,8,잠실(8)역,814-112,24,2016-01-11,2022-10-07,,
1536,복합,8,잠실(8)역,814-113,48,2016-01-11,2022-10-07,,
1537,복합,8,잠실(8)역,814-114,14.23,2016-01-11,2022-10-07,,
1538,복합,8,잠실(8)역,814-115,26,2016-01-11,2022-10-07,,
1539,복합,8,잠실(8)역,814-116,56,2016-01-11,2022-10-07,,
1540,복합,8,잠실(8)역,814-117,56,2016-01-11,2022-10-07,,
1541,복합,8,잠실(8)역,814-118,56,2016-01-11,2022-10-07,,
1542,복합,8,잠실(8)역,814-119,45,2016-01-11,2022-10-07,,
1543,복합,8,잠실(8)역,814-120,48,2016-01-11,2022-10-07,,
1544,복합,8,잠실(8)역,814-121,20,2016-01-11,2022-10-07,,
1545,복합,8,잠실(8)역,814-122,20,2016-01-11,2022-10-07,,
1546,복합,8,잠실(8)역,814-123,20,2016-01-11,2022-10-07,,
1547,공실(임대진행),8,잠실(8)역,814-201,28.6,,,,3단계. 감정평가
1548,복합,8,잠실(8)역,814-202,29,2016-01-11,2022-10-07,,
1549,복합,8,잠실(8)역,814-203,13.5,2016-01-11,2022-10-07,,
1550,복합,8,잠실(8)역,814-204,9.36,2016-01-11,2022-10-07,,
1551,개별(일반),8,석촌역,815-101,30,2022-02-05,2027-03-04,2500000,
1552,네트워크,8,석촌역,815-102,38,2022-02-03,2027-05-04,7290691,
1553,개별(일반),8,송파역,816-101,27.15,2017-09-16,2022-10-15,1712000,
1554,네트워크,8,송파역,816-102,32.2,2022-02-03,2027-05-04,3999566,
1555,공실(임대진행),8,가락시장(8)역,817-101,30.44,,,,4단계. 방침수립
1556,네트워크,8,가락시장(8)역,817-102,33,2022-02-03,2027-05-04,5233461,
1557,개별(일반),8,가락시장(8)역,817-105,52.16,2019-04-09,2024-05-08,4099800,
1558,개별(일반),8,가락시장(8)역,817-106,19.84,2020-02-11,2025-03-11,1012000,
1559,개별(일반),8,가락시장(8)역,817-107,24.61,2019-12-18,2025-01-16,2186000,
1560,네트워크,8,문정역,818-101,30,2022-02-03,2027-05-04,3992468,
1561,네트워크,8,장지역,819-101,35.2,2022-02-03,2027-05-04,8275943,
1562,개별(일반),8,장지역,819-102,38.82,2020-08-31,2025-09-30,4710000,
1563,개별(일반),8,장지역,819-103,12.85,2020-08-03,2025-09-02,2500000,
1564,공실,8,장지역,819-104,251.23,,,,2단계. 시설물 점검
1565,네트워크,8,복정역,820-101,50,2022-02-03,2027-05-04,6487761,
1566,네트워크,8,산성역,821-101,30,2022-02-03,2027-05-04,4358445,
1567,개별(일반),8,남한산성입구역,822-101,34.32,2021-05-13,2026-06-12,2300000,
1568,네트워크,8,남한산성입구역,822-201,36,2022-02-03,2027-05-04,8863280,
1569,개별(일반),8,남한산성입구역,822-202,22.09,2019-12-10,2025-01-08,1590000,
1570,네트워크,8,남한산성입구역,822-203,54.76,2022-05-02,2027-07-31,2155500,
1571,네트워크,8,남한산성입구역,822-204,34.18,2018-05-09,2023-07-07,1977511,
1572,개별(일반),8,남한산성입구역,822-205,17,2022-04-28,2027-05-28,1200000,
1573,개별(일반),8,단대오거리역,823-102,36.78,2021-01-21,2026-02-20,1700000,
1574,네트워크,8,단대오거리역,823-201,32.5,2022-02-03,2027-05-04,6235459,
1575,개별(일반),8,단대오거리역,823-203,54.03,2018-08-31,2023-09-29,7630000,
1576,개별(일반),8,단대오거리역,823-204,75.09,2021-03-18,2026-04-17,3780000,
1577,네트워크,8,신흥역,824-101,40,2022-02-03,2027-05-04,4391715,
1578,네트워크,8,수진역,825-101,40,2022-02-03,2027-05-04,4036829,
1579,네트워크,8,모란역,826-101,50,2022-02-03,2027-05-04,3770665,
,개별,9,개화역,,69.56,,,,
,개별,9,개화역,,70.4,,,,
,개별,9,개화역,,35.2,,,,
,개별,9,개화역,,35.2,,,,
,개별,9,김포공항역,,99,,,,
,개별,9,김포공항역,,39.86,,,,
,개별,9,공항시장역,,38.08,,,,
,개별,9,공항시장역,,121.75,,,,
,개별,9,공항시장역,,192.89,,,,
,공실,9,공항시장역,,45.95,,,,
,개별,9,신방화,,137.04,,,,
,개별,9,신방화,,52.56,,,,
,개별,9,신방화,,41.26,,,,
,개별,9,신방화,,69.84,,,,
,개별,9,신방화,,26.47,,,,
,공실,9,신방화,,57.34,,,,
,개별,9,마곡나루,,33.8,,,,
,개별,9,마곡나루,,33.8,,,,
,개별,9,마곡나루,,33.8,,,,
,개별,9,마곡나루,,33.8,,,,
,개별,9,마곡나루,,96.16,,,,
,개별,9,가양역,,198.5,,,,
,개별,9,가양역,,51.09,,,,
,개별,9,가양역,,55.2,,,,
,개별,9,가양역,,44.76,,,,
,개별,9,가양역,,47.16,,,,
,개별,9,가양역,,40.07,,,,
,개별,9,가양역,,35.13,,,,
,개별,9,증미역,,34.52,,,,
,개별,9,등촌,,19.78,,,,
,개별,9,등촌,,8.28,,,,
,개별,9,염창역,,109.37,,,,
,개별,9,신목동역,,59.61,,,,
,개별,9,신목동역,,32.05,,,,
,개별,9,신목동역,,16.96,,,,
,개별,9,신목동역,,34.65,,,,
,개별,9,선유도역,,204.41,,,,
,개별,9,선유도역,,47.99,,,,
,개별,9,선유도역,,50.74,,,,
,개별,9,선유도역,,68.26,,,,
,개별,9,당산역,,37.8,,,,
,개별,9,당산역,,25.31,,,,
,개별,9,당산역,,25.31,,,,
,개별,9,당산역,,39.93,,,,
,개별,9,당산역,,31.2,,,,
,개별,9,당산역,,98.75,,,,
,개별,9,당산역,,25.2,,,,
,개별,9,당산역,,41.6,,,,
,개별,9,당산역,,56.6,,,,
,개별,9,당산역,,10.08,,,,
,개별,9,당산역,,10.1,,,,
,개별,9,국회의사당역,,71.22,,,,
,개별,9,국회의사당역,,20.26,,,,
,개별,9,국회의사당역,,10.14,,,,
,개별,9,국회의사당역,,10.13,,,,
,개별,9,국회의사당역,,65.05,,,,
,개별,9,국회의사당역,,154.46,,,,
,개별,9,국회의사당역,,26.03,,,,
,개별,9,국회의사당역,,120.82,,,,
,개별,9,국회의사당역,,80.35,,,,
,개별,9,여의도역,,105.84,,,,
,개별,9,여의도역,,10.1,,,,
,개별,9,여의도역,,11.2,,,,
,개별,9,샛강역,,33.23,,,,
,개별,9,샛강역,,38.67,,,,
,공실,9,샛강역,,27.31,,,,
,개별,9,샛강역,,43.92,,,,
,개별,9,샛강역,,29.65,,,,
,개별,9,노량진역,,48.58,,,,
,개별,9,노량진역,,34,,,,
,개별,9,노량진역,,33,,,,
,개별,9,노량진역,,22.06,,,,
,개별,9,노량진역,,33.33,,,,
,공실,9,노들역,,56.76,,,,
,개별,9,흑석역,,70.32,,,,
,개별,9,흑석역,,66.74,,,,
,개별,9,흑석역,,33.12,,,,
,개별,9,흑석역,,32.96,,,,
,개별,9,동작역,,23.8,,,,
,개별,9,동작역,,7.93,,,,
,개별,9,구반포역,,37.7,,,,
,개별,9,구반포역,,37.7,,,,
,개별,9,신반포역,,23.13,,,,
,개별,9,신반포역,,79.69,,,,
,개별,9,신반포역,,42.46,,,,
,개별,9,고속터미널역,,65.92,,,,
,개별,9,고속터미널역,,21.8,,,,
,개별,9,고속터미널역,,26.4,,,,
,개별,9,고속터미널역,,50.67,,,,
,개별,9,고속터미널역,,40.7,,,,
,개별,9,고속터미널역,,80.99,,,,
,공실,9,고속터미널역,,34.57,,,,
,개별,9,고속터미널역,,98.32,,,,
,개별,9,고속터미널역,,40,,,,
,개별,9,고속터미널역,,65.92,,,,
,개별,9,사평역,,222.32,,,,
,개별,9,사평역,,28.57,,,,
,개별,9,사평역,,97.05,,,,
,개별,9,사평역,,31.64,,,,
,개별,9,사평역,,31.19,,,,
,개별,9,사평역,,50.44,,,,
,개별,9,사평역,,98.93,,,,
,개별,9,사평역,,44.96,,,,
,개별,9,신논현역,,111.36,,,,
,개별,9,신논현역,,37.4,,,,
,개별,9,신논현역,,61.39,,,,
,개별,9,신논현역,,33.05,,,,
,개별,9,신논현역,,48.05,,,,
,개별,9,신논현역,,32.03,,,,
,개별,9,신논현역,,54.42,,,,
,개별,9,신논현역,,71.34,,,,
,개별,9,신논현역,,30.1,,,,
,개별,9,신논현역,,30.1,,,,
,개별,9,신논현역,,10.1,,,,
